blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Rumble,Nocturne,Orianna,Caitlyn,Karma,TwistedFate,XinZhao,Diana,Xayah,Anivia,0
Teemo,Graves,Sylas,Aphelios,Rell,DrMundo,Kindred,Viego,Nilah,Nautilus,1
Vayne,JarvanIV,Zoe,Kaisa,Karma,Akali,Warwick,Morgana,Jinx,Lulu,1
Olaf,Udyr,Corki,Ziggs,Nautilus,Cassiopeia,Ambessa,Ekko,Jhin,Karma,0
Teemo,Nunu,Leblanc,Jhin,Rell,Ornn,Jax,Zoe,Yunara,Bard,1
Aatrox,XinZhao,AurelionSol,Nilah,Anivia,Yone,JarvanIV,Azir,Kaisa,Pantheon,0
RekSai,Naafiri,Diana,Kaisa,Seraphine,Shen,Ambessa,Aurora,Ezreal,Karma,1
TahmKench,Kindred,Lissandra,Jhin,Mel,Vayne,Elise,Zed,Yunara,Bard,1
Nasus,Kindred,Akali,Kaisa,Braum,Sett,Karthus,Akshan,Ezreal,Senna,0
Fiora,Kindred,Hwei,Jhin,Sylas,Renekton,Pantheon,TwistedFate,Varus,Karma,1
Yorick,Graves,Xerath,Jinx,Elise,Irelia,Karthus,Jayce,Varus,Camille,0
Renekton,Ekko,Tristana,Varus,Bard,Rumble,Ambessa,Sylas,Yunara,Rell,0
Gragas,Viego,Ahri,Aphelios,Thresh,Zed,Vi,Sylas,Ezreal,Hwei,1
KSante,Diana,Viktor,Lucian,Rakan,Illaoi,LeeSin,Azir,Sivir,Karma,1
KSante,JarvanIV,Viktor,Sivir,Seraphine,Skarner,Shyvana,Ahri,Zeri,Karma,0
Renekton,Viego,Sylas,Jhin,Bard,Kennen,Pantheon,Aurora,Caitlyn,Lux,1
Tryndamere,Rammus,Leblanc,Ezreal,Thresh,Yorick,Karthus,Anivia,MissFortune,Sylas,1
KSante,Nocturne,Aurora,Lucian,Nautilus,Renekton,Qiyana,Sylas,Jhin,Karma,1
Sion,Viego,Annie,Caitlyn,Bard,Ambessa,Graves,Viktor,Aphelios,Pantheon,1
Rumble,Graves,Vex,MissFortune,Leona,Akali,XinZhao,TwistedFate,Corki,Braum,0
KSante,LeeSin,Ahri,Aphelios,Thresh,Gwen,XinZhao,Syndra,Yunara,Lulu,1
Jax,FiddleSticks,Orianna,Aphelios,Mel,Gragas,JarvanIV,Galio,Jhin,Zyra,0
Azir,XinZhao,Sylas,Yunara,Rakan,Ambessa,Taliyah,Qiyana,Lucian,Poppy,1
Pantheon,Vi,Viktor,Ashe,Janna,KSante,Viego,Ahri,Xayah,Poppy,1
Zed,Jayce,TwistedFate,Lucian,Yuumi,Gragas,Zyra,Sion,Aphelios,Nautilus,1
Pantheon,Ekko,Yasuo,Aphelios,Leona,Sion,RekSai,Taliyah,Yunara,Elise,1
Corki,Viego,Fizz,MissFortune,Seraphine,Nasus,Shaco,Kassadin,Sivir,Camille,1
Gragas,XinZhao,Malzahar,Aphelios,Seraphine,Heimerdinger,Graves,Zoe,Ezreal,Rakan,0
Yorick,JarvanIV,Orianna,Ezreal,Pantheon,Jayce,Karthus,Heimerdinger,Smolder,FiddleSticks,1
Fiora,Viego,Ahri,Lucian,Karma,KSante,Nocturne,Mel,Kaisa,Alistar,1
Singed,Graves,Aurora,Jhin,Braum,Fiora,Nidalee,Qiyana,Ashe,Seraphine,1
Volibear,Naafiri,Aurora,Ezreal,Thresh,Fiora,XinZhao,Mel,Ashe,Karma,0
Olaf,Sylas,Pantheon,Ezreal,Karma,Rumble,Talon,Zed,MissFortune,Nautilus,1
Sion,Viego,Zoe,Ashe,Karma,Olaf,Graves,Hwei,Aphelios,Thresh,0
KSante,Sylas,Talon,Kaisa,Zac,Gnar,Rumble,Akshan,Ashe,Renata,0
Irelia,Zyra,Yasuo,Kaisa,Nautilus,Urgot,LeeSin,Orianna,Jhin,Braum,1
Singed,Nidalee,Mel,Yunara,Braum,Gangplank,RekSai,TwistedFate,Ezreal,Soraka,1
Olaf,Hecarim,Ekko,Ezreal,Karma,Singed,Sylas,Zed,Jinx,Leona,0
Jayce,Viego,Ahri,Ezreal,Karma,Malphite,Naafiri,Hwei,Aphelios,Milio,0
Urgot,Viego,Ahri,Kaisa,Bard,Shaco,Graves,Hwei,Yunara,Alistar,1
Leblanc,LeeSin,Ahri,Jinx,Maokai,Gnar,Nidalee,Viktor,Tristana,Qiyana,1
Garen,Graves,Qiyana,Yunara,Blitzcrank,Tryndamere,Hecarim,Aurora,Jinx,Thresh,0
Urgot,MasterYi,Anivia,Caitlyn,Bard,Mordekaiser,JarvanIV,Talon,Vladimir,Nami,0
Vayne,RekSai,Leblanc,Velkoz,Bard,Yorick,Sylas,TwistedFate,Draven,Zoe,1
Jayce,Zed,Ekko,Yunara,Taric,Sion,Zyra,Garen,Kaisa,Nautilus,0
Zilean,LeeSin,Azir,Caitlyn,Lux,Teemo,Vi,Akshan,Draven,Janna,1
Renekton,Maokai,Yasuo,Draven,Neeko,Sylas,LeeSin,Azir,Jinx,Thresh,1
Aatrox,LeeSin,Leblanc,Caitlyn,Neeko,Ornn,XinZhao,Aurora,Draven,Mel,0
Sion,RekSai,Aurora,Ezreal,Yuumi,Gwen,Khazix,Azir,Draven,Nautilus,0
Jax,Vi,AurelionSol,Jhin,Nautilus,Illaoi,LeeSin,Vladimir,Draven,Kled,0
Jayce,Ambessa,Orianna,Draven,Pantheon,Vayne,JarvanIV,Viktor,Jhin,Mel,0
Illaoi,Talon,Nasus,Ashe,Braum,Darius,RekSai,Zoe,Draven,Nautilus,1
Gwen,JarvanIV,Talon,Draven,Karma,Akali,LeeSin,Irelia,Ezreal,Bard,0
Fiora,Graves,Galio,Ezreal,Braum,Malphite,Zaahen,Katarina,Draven,Nautilus,1
Yasuo,Naafiri,Galio,Draven,Yuumi,Volibear,Graves,Annie,Jinx,Thresh,1
Kayle,Nidalee,Annie,Yunara,Milio,Nasus,Graves,Viego,Caitlyn,Yuumi,1
Ryze,Naafiri,Sylas,Yunara,Thresh,Poppy,Vi,Mel,Draven,Lulu,0
Yasuo,LeeSin,Leblanc,Draven,Alistar,Pantheon,Zac,Malzahar,Kaisa,Blitzcrank,1
Garen,Evelynn,Zed,Ezreal,Blitzcrank,Heimerdinger,Viego,Orianna,Jhin,Zilean,1
Zilean,LeeSin,Yasuo,Jinx,Lulu,Jayce,Viego,Lissandra,Lucian,Nami,0
Shen,Graves,Aurora,Corki,Alistar,Jayce,LeeSin,Orianna,Twitch,KSante,1
Evelynn,LeeSin,Mel,Nilah,Bard,Riven,XinZhao,Xerath,Jinx,Janna,0
Gnar,Ambessa,Annie,Ashe,Seraphine,Vayne,Nocturne,Vladimir,Mel,Rell,0
Zaahen,Elise,Ahri,Ezreal,Blitzcrank,Garen,Graves,Ryze,Ashe,Karma,0
Jax,Sylas,Poppy,Ezreal,Karma,Gragas,LeeSin,Yasuo,Corki,Blitzcrank,0
Ornn,XinZhao,Yasuo,Kaisa,Zyra,Singed,Vi,Zoe,Yunara,Milio,0
Malphite,Elise,Sylas,Lucian,Blitzcrank,Jayce,Vi,Viktor,Yunara,Alistar,0
Akali,LeeSin,Ahri,Ezreal,Maokai,Malphite,JarvanIV,Yasuo,Kaisa,Pantheon,0
Yasuo,Graves,Kled,Caitlyn,Neeko,Malphite,Ekko,Qiyana,Yunara,Bard,1
Ornn,Viego,Akali,MissFortune,Karma,Zaahen,Graves,Azir,Ashe,Seraphine,0
Shyvana,FiddleSticks,Irelia,Yunara,Anivia,Viktor,MasterYi,Yasuo,Ashe,Nautilus,1
Jax,Talon,Sylas,Ezreal,Karma,Pantheon,Graves,Leblanc,Kaisa,Taric,0
Camille,Hecarim,Fizz,Jhin,Maokai,KSante,Ambessa,Katarina,Tristana,Sona,0
Jax,Ekko,Kled,Ezreal,Karma,Volibear,JarvanIV,Zed,Cassiopeia,Rell,0
Yone,Pantheon,Annie,Jhin,Karma,Irelia,LeeSin,Xerath,Tristana,Alistar,0
KSante,Belveth,Yasuo,Kaisa,Camille,Cassiopeia,DrMundo,Ambessa,Tristana,Karma,1
Kennen,Hecarim,Yone,Kaisa,Karma,Jax,Naafiri,Yasuo,Ezreal,Thresh,1
DrMundo,LeeSin,Zed,Aphelios,Swain,Kayn,Kindred,Diana,Ashe,Seraphine,1
Zac,LeeSin,AurelionSol,Jhin,Karma,Volibear,Sylas,Ahri,Lucian,Nautilus,1
Sion,LeeSin,TwistedFate,Twitch,Leona,Nasus,Viego,Malzahar,Yunara,Shaco,1
KSante,Nocturne,Sylas,Yunara,Lulu,Sett,Fizz,Ahri,Zeri,Yuumi,0
Mordekaiser,LeeSin,Galio,Jhin,Karma,Olaf,Sejuani,Ekko,Ezreal,Elise,1
Jayce,LeeSin,Aurora,Ezreal,Senna,Olaf,Graves,Galio,Swain,Leona,0
Ambessa,Olaf,Orianna,Ashe,Braum,Rumble,Naafiri,TwistedFate,Varus,Ezreal,1
Renekton,Kindred,Taliyah,Jhin,Maokai,Aatrox,Belveth,Orianna,Xerath,Mel,0
Yorick,Sylas,Pantheon,Lucian,Ezreal,Akali,Ambessa,Orianna,Varus,Bard,1
Poppy,Vi,Ahri,Aphelios,Thresh,Warwick,Viego,Mel,Kaisa,Lulu,0
Fiora,Olaf,Anivia,Ezreal,TahmKench,Riven,Nocturne,AurelionSol,Draven,Bard,0
FiddleSticks,LeeSin,Galio,Yunara,Pyke,Varus,XinZhao,Orianna,Vladimir,Leona,0
Sion,DrMundo,Azir,Yunara,Nunu,Sylas,RekSai,Akshan,Mel,Pyke,0
Kled,Ambessa,Syndra,Yunara,Lulu,Jayce,Graves,Hwei,Draven,Leona,0
Gangplank,DrMundo,Viktor,Yunara,FiddleSticks,MasterYi,Viego,Zoe,Aphelios,Camille,1
Ambessa,Graves,TwistedFate,Draven,Camille,LeeSin,Sylas,Lucian,MissFortune,Elise,1
Darius,Ambessa,Lissandra,Kaisa,Leona,Jayce,LeeSin,Katarina,Jhin,Bard,0
Kennen,LeeSin,Aurora,Jinx,Soraka,Malphite,Nunu,Sylas,Twitch,Skarner,0
Yasuo,LeeSin,Azir,Aphelios,Braum,KSante,Vi,Corki,Yunara,Lulu,1
DrMundo,Zed,Galio,Yunara,Karma,Yorick,XinZhao,Xerath,Ezreal,Nautilus,0
Yorick,Talon,Aurora,Zeri,Lulu,Zaahen,RekSai,Cassiopeia,Caitlyn,Karma,1
Yasuo,Kindred,Akali,Yunara,Rakan,Cassiopeia,Vi,Ambessa,Caitlyn,Braum,0
Illaoi,Kayn,Orianna,Jhin,Karma,Rumble,XinZhao,Ahri,Varus,Leona,1
Anivia,Nidalee,Vayne,Ezreal,Nautilus,Malphite,Vi,Chogath,Jhin,Karma,0
Yasuo,Karthus,Tryndamere,Senna,Leona,Akali,LeeSin,Leblanc,Varus,Thresh,1
Vladimir,Nidalee,Akshan,Ashe,Bard,Renekton,Poppy,Akali,Ezreal,Elise,1
Yorick,Ambessa,Ahri,Jinx,Galio,Darius,Shaco,Aurora,Jhin,Blitzcrank,0
Urgot,MonkeyKing,Orianna,Yunara,Lulu,Sett,Ambessa,Kennen,Ezreal,Bard,1
Kayle,Viego,Diana,Aphelios,Thresh,Jax,Ekko,Yone,Varus,Bard,1
Jayce,Graves,Lux,Varus,Karma,Irelia,Nidalee,Yone,Ashe,Seraphine,1
Sion,Nidalee,Yone,Ashe,TahmKench,Sejuani,LeeSin,Viktor,Ezreal,Karma,0
Gragas,XinZhao,Anivia,Yunara,Karma,Vladimir,Jax,Yone,Kaisa,Taric,1
Anivia,Talon,Orianna,Jinx,Rakan,Fiora,RekSai,Akali,Caitlyn,Pyke,0
Jayce,Graves,Ahri,Jhin,Bard,Sion,Belveth,Qiyana,Ezreal,Mel,1
Jayce,Nidalee,Fizz,Ezreal,Blitzcrank,Malphite,Naafiri,Ziggs,Jhin,Elise,1
Singed,Warwick,Viktor,Jhin,Senna,Zaahen,Graves,Ahri,Caitlyn,Morgana,0
Kayn,Zaahen,Leblanc,Sivir,Alistar,Malphite,Warwick,Ziggs,Jinx,Thresh,0
KSante,Skarner,Anivia,Jinx,Karma,Gnar,Sejuani,Ahri,Kaisa,Nautilus,0
Yone,Sylas,Sion,Jhin,Karma,Jax,Elise,Velkoz,MissFortune,Thresh,0
Gragas,Kayn,TwistedFate,Jinx,Lulu,Yone,Hecarim,Yasuo,Sivir,Blitzcrank,0
Riven,Taliyah,Galio,Ezreal,Karma,Aatrox,Elise,Fizz,Kaisa,Pantheon,1
Galio,Kindred,Aurora,Ezreal,Karma,Rumble,Malphite,Nocturne,Jhin,Swain,0
Fiora,Viego,Sejuani,Corki,Rakan,Camille,Vi,Ahri,Kaisa,Neeko,0
Ambessa,Shyvana,Veigar,Jhin,Alistar,Jax,Kindred,Sylas,Jinx,Janna,1
DrMundo,Shaco,Diana,Kaisa,Karma,Yone,XinZhao,Syndra,Ezreal,Bard,1
Malzahar,Graves,Anivia,Kaisa,Pyke,Draven,RekSai,Ryze,Ezreal,Thresh,0
Ahri,LeeSin,Xerath,Ezreal,Karma,Qiyana,Graves,Neeko,Tristana,Blitzcrank,1
Sion,Nidalee,Renekton,Ezreal,Braum,Aatrox,Rengar,Malphite,Kaisa,Rell,1
Sion,Jax,Akali,Varus,Karma,Mordekaiser,JarvanIV,Mel,Ezreal,Nautilus,0
Ambessa,Ivern,Viktor,Ezreal,Braum,Olaf,Vi,Aurora,Corki,Leona,1
Singed,XinZhao,Katarina,Ezreal,Leona,Jax,Hecarim,Zed,Kaisa,Pyke,1
Rumble,LeeSin,Ahri,Jhin,Bard,Fiora,Shaco,Fizz,Lucian,Alistar,0
Olaf,Nasus,Akali,Kaisa,Swain,Camille,Karthus,Yorick,Jhin,Mel,1
Sion,Hecarim,Vex,Jhin,Karma,Yone,Fizz,Yorick,Vayne,Blitzcrank,1
Kled,Ekko,Fizz,Sivir,Yuumi,Riven,LeeSin,Aurora,Ezreal,Lulu,0
Gangplank,Viego,Fizz,Ezreal,Seraphine,Akali,Zaahen,TwistedFate,Jhin,Xerath,0
Poppy,Pantheon,Sylas,Jhin,Nautilus,Mordekaiser,Ambessa,Viktor,Ezreal,Pyke,1
Fiora,JarvanIV,Ahri,Jhin,Karma,Vayne,Nidalee,Aurora,Sivir,Soraka,1
Jayce,LeeSin,Zoe,Ezreal,Yuumi,Aatrox,RekSai,Ahri,Senna,Elise,0
Anivia,Khazix,Yasuo,Caitlyn,Nautilus,Illaoi,Elise,Kled,Ezreal,Karma,0
Gnar,JarvanIV,TwistedFate,Kaisa,Nautilus,Yasuo,XinZhao,Ahri,Yunara,Lulu,0
Volibear,JarvanIV,Zoe,Ezreal,Karma,Aatrox,XinZhao,Diana,Jinx,Nautilus,0
Gangplank,Nunu,Akali,Varus,Seraphine,Ornn,Briar,Leblanc,Smolder,Karma,1
Yasuo,Pantheon,Orianna,Draven,Nautilus,Renekton,Hecarim,Yone,Ezreal,Rakan,1
Illaoi,JarvanIV,Orianna,Velkoz,Senna,Jayce,Vi,Ahri,Kaisa,Thresh,0
Sion,FiddleSticks,Galio,Tristana,Yuumi,TahmKench,Evelynn,Diana,Ezreal,Soraka,1
Swain,XinZhao,Nunu,Caitlyn,Karma,Pantheon,Shaco,Veigar,Lucian,Pyke,0
Jayce,RekSai,Zed,Ezreal,Anivia,Malphite,JarvanIV,Orianna,Senna,Nami,0
Yorick,LeeSin,Galio,Ezreal,Senna,Gwen,MasterYi,Syndra,Tristana,Blitzcrank,0
Darius,LeeSin,TwistedFate,Varus,Hwei,Zed,XinZhao,Sylas,Caitlyn,Lux,1
Jayce,MasterYi,Ahri,Ezreal,Seraphine,Irelia,Rammus,Mel,Caitlyn,Karma,1
Jayce,Vi,Zoe,Ezreal,Nautilus,Yone,Sejuani,Viktor,Mel,Karma,1
DrMundo,RekSai,Katarina,Aphelios,Bard,Aatrox,MonkeyKing,Akali,Jhin,Galio,0
Udyr,Naafiri,AurelionSol,Ashe,Seraphine,Yasuo,Graves,Ryze,Jhin,Tristana,1
Renekton,Ambessa,Akali,Sivir,Ezreal,Irelia,Nidalee,TwistedFate,Kaisa,Pantheon,0
Gangplank,Naafiri,Aurora,Twitch,Zoe,Olaf,Ekko,Riven,Ezreal,Karma,0
Urgot,Graves,Orianna,Kaisa,Rell,Kennen,Viego,Yone,Ashe,Seraphine,0
Malphite,Nocturne,Zoe,MissFortune,Seraphine,Vladimir,Amumu,Talon,Caitlyn,Maokai,1
Teemo,Ambessa,Zed,Jhin,Rell,Gangplank,LeeSin,Leblanc,Varus,Hwei,1
Kennen,Hecarim,Ryze,Jinx,Thresh,Shen,Graves,TwistedFate,Ezreal,Bard,1
Sion,LeeSin,Kassadin,Samira,Leona,Malzahar,FiddleSticks,Zoe,Vayne,Bard,1
Ambessa,Khazix,Zoe,Aphelios,Soraka,Vladimir,Kayn,Orianna,Samira,Nautilus,1
Yone,Graves,Zoe,Ezreal,Karma,Malphite,Zyra,Viktor,Tristana,Maokai,0
Garen,LeeSin,Mel,Ezreal,Karma,Skarner,RekSai,Zoe,Sivir,Thresh,0
Jayce,Khazix,Hwei,Kaisa,Swain,Tryndamere,Zac,Zoe,Jhin,Zilean,0
Tryndamere,RekSai,Hwei,Caitlyn,Maokai,Garen,Ambessa,Aurora,Ezreal,Braum,1
Kayle,Graves,Aurora,Ezreal,Bard,Ambessa,Nidalee,Ekko,Jhin,Xerath,0
Vayne,Nidalee,Zoe,Varus,Karma,KSante,LeeSin,Mel,Twitch,Nautilus,1
Aurora,Graves,Zilean,Caitlyn,Sona,Cassiopeia,Khazix,Ryze,Ezreal,Elise,0
Orianna,Ekko,Yone,Jhin,Nautilus,Aurora,Vi,Talon,Velkoz,Alistar,1
MasterYi,Nidalee,Zed,Ashe,Shen,Rengar,LeeSin,Aurora,Ezreal,Bard,0
Renekton,Graves,Akshan,Ziggs,AurelionSol,Kennen,Sylas,Irelia,Jhin,Shaco,0
Teemo,Shyvana,Diana,Ezreal,Leblanc,KSante,Vi,Vex,Smolder,Sona,0
Shyvana,MasterYi,Orianna,Kaisa,Lulu,Yone,Briar,Akali,Jhin,Shaco,0
Aatrox,Nidalee,Viktor,Ezreal,Nautilus,Yorick,XinZhao,Leblanc,Sivir,Karma,1
Ambessa,Viego,Lissandra,Lucian,Braum,KSante,Ekko,Yone,Jhin,Pyke,1
Malphite,Warwick,Viktor,Aphelios,Brand,Jayce,Sylas,Ryze,Jhin,Zyra,1
Zaahen,Qiyana,AurelionSol,Jinx,Bard,Yorick,Viego,Talon,Jhin,Leona,0
Udyr,Graves,Xerath,MissFortune,Poppy,KSante,Vi,Sylas,Jhin,Hwei,1
Yone,RekSai,Zoe,Yunara,Karma,Fiora,Taliyah,Kaisa,Ezreal,Sona,0
Aatrox,Ambessa,Hwei,Jinx,Nami,Pantheon,JarvanIV,Vladimir,Ashe,Blitzcrank,1
Sett,Gragas,Irelia,Jhin,Velkoz,Malphite,XinZhao,Aurora,Corki,Heimerdinger,0
DrMundo,Sylas,Anivia,Ezreal,Nami,Darius,Graves,Vex,Yunara,Lulu,1
Shyvana,Kindred,Ahri,Ezreal,Blitzcrank,Yone,Viego,Kassadin,Lucian,Braum,1
KSante,XinZhao,Viktor,Kaisa,Jax,Pantheon,Elise,Taliyah,Yunara,Lulu,0
Malphite,Zyra,Sylas,Ezreal,Karma,Gnar,Graves,Zilean,Varus,Bard,1
Vayne,Graves,Azir,Jhin,Alistar,Malphite,XinZhao,Ahri,Tristana,Nami,1
Gangplank,LeeSin,Viktor,Varus,Alistar,Kalista,Ambessa,Akali,MissFortune,Swain,1
Tryndamere,Karthus,Anivia,Corki,Thresh,Skarner,Evelynn,Viktor,Ashe,Ezreal,1
Irelia,RekSai,TwistedFate,Jinx,Karma,Garen,Viego,Sylas,Yunara,Anivia,1
Skarner,MasterYi,Azir,Ezreal,Lulu,Aatrox,Elise,Yone,Aphelios,Karma,0
Yorick,Karthus,Orianna,MissFortune,Sona,Fiora,Graves,Syndra,Smolder,Karma,0
Darius,JarvanIV,Orianna,Yunara,Lulu,Sion,MasterYi,Leblanc,Ezreal,Sona,0
Jayce,RekSai,Akali,Ezreal,Rell,Illaoi,Sylas,Ahri,Sivir,Taric,0
Renekton,Sylas,Irelia,Ezreal,Sona,Rumble,Naafiri,Aurora,Sivir,Zilean,0
Tryndamere,RekSai,Orianna,Ashe,Karma,Irelia,LeeSin,Ahri,Ezreal,Blitzcrank,1
Riven,LeeSin,Mel,MissFortune,Leona,Heimerdinger,Rammus,Zoe,Ezreal,Blitzcrank,0
Singed,Warwick,Akshan,Kaisa,Sona,Nautilus,Belveth,Ryze,Zeri,Bard,0
Sion,LeeSin,Ziggs,Vayne,Sona,DrMundo,Kindred,Xerath,Zeri,Thresh,0
Irelia,RekSai,Xerath,Ezreal,Sona,Malphite,Shen,Viktor,Jhin,Karma,1
Ambessa,Graves,TwistedFate,Jhin,Maokai,Fiora,Viego,Leblanc,Kaisa,Nautilus,0
Malphite,Vi,Annie,Caitlyn,Thresh,Mordekaiser,LeeSin,Ahri,Ashe,Braum,1
Riven,Vi,Katarina,Ezreal,Karma,Irelia,Rengar,Galio,Lucian,Nami,0
Ambessa,Talon,Katarina,Kaisa,Bard,Renekton,XinZhao,Sion,Ezreal,Soraka,1
Aatrox,Elise,TwistedFate,Jinx,Poppy,Ryze,Talon,Mel,Cassiopeia,Alistar,0
Riven,Talon,Singed,Jinx,Thresh,Gnar,Nidalee,Pantheon,Yunara,Blitzcrank,0
Kennen,Naafiri,Katarina,Aphelios,Trundle,Vladimir,Talon,Yasuo,Veigar,Seraphine,0
Mordekaiser,Ambessa,Katarina,Kaisa,Thresh,Fiora,Talon,Vex,Ezreal,Leona,1
Ziggs,Nidalee,Pantheon,Ezreal,Karma,Ornn,Talon,Ryze,Kalista,Elise,1
Shen,Talon,Sion,Xayah,Rakan,Warwick,Zac,Vladimir,Yunara,Rell,1
Jayce,Udyr,Cassiopeia,MissFortune,Nami,Sivir,Talon,Ryze,Mel,Nautilus,1
Aurora,Talon,Galio,Yunara,Braum,Zaahen,Ekko,Akali,Jhin,Leona,1
Ryze,Graves,Irelia,Xayah,Maokai,TahmKench,Talon,AurelionSol,Kaisa,Braum,0
Sett,DrMundo,Talon,Jinx,Lulu,Mordekaiser,Nunu,Irelia,Kaisa,Soraka,0
Urgot,Graves,Mel,Caitlyn,Neeko,Mordekaiser,LeeSin,Katarina,Ezreal,Soraka,1
Jayce,JarvanIV,TwistedFate,Ashe,Soraka,Varus,Ambessa,Orianna,Ezreal,Velkoz,1
Rumble,Pantheon,Qiyana,Sivir,Thresh,Aurora,Gragas,Akshan,Aphelios,Soraka,1
Vayne,Shyvana,TwistedFate,Cassiopeia,Rell,Ambessa,Sylas,Viktor,Ezreal,Soraka,0
Jayce,XinZhao,Sylas,Draven,Rakan,Rumble,Aatrox,AurelionSol,Tristana,Soraka,0
Kayle,Ambessa,Mel,Jinx,Janna,Olaf,LeeSin,TwistedFate,Sivir,Lulu,1
Cassiopeia,Graves,Velkoz,Yunara,Nautilus,Varus,Hecarim,Anivia,MissFortune,Braum,0
Camille,Sylas,Naafiri,Heimerdinger,Sona,Riven,Hecarim,Taliyah,Varus,Blitzcrank,0
Fiora,LeeSin,TwistedFate,Kaisa,Nautilus,Varus,Karthus,Naafiri,Ezreal,Karma,1
Olaf,Talon,Aurora,Jhin,Zyra,Cassiopeia,XinZhao,Sylas,Ezreal,Rakan,0
Mordekaiser,Kindred,Aurora,Sivir,Thresh,Singed,JarvanIV,Galio,Senna,Nautilus,0
Shen,Zyra,Qiyana,Lucian,Pantheon,Gnar,Vi,Ahri,Jinx,Nautilus,0
Anivia,LeeSin,Urgot,Kaisa,Pyke,Heimerdinger,Viego,Irelia,Aphelios,Thresh,0
Malphite,Kindred,Lissandra,Draven,Thresh,Vayne,Nunu,Syndra,Ezreal,Leona,0
Ambessa,LeeSin,Yone,Lucian,Blitzcrank,Vayne,Zac,Anivia,Caitlyn,Thresh,0
Anivia,Sylas,Zed,Jinx,Lulu,Riven,Kindred,Lissandra,Ezreal,Velkoz,1
Yone,JarvanIV,Vex,Ezreal,Skarner,Irelia,Fizz,Anivia,Ashe,Karma,1
Singed,Viego,Kassadin,Yunara,Lulu,Jax,Ambessa,Qiyana,Ezreal,Leona,1
Varus,Shaco,Yone,Velkoz,FiddleSticks,Fiora,Hecarim,Zilean,Yunara,Maokai,0
Yone,Elise,Jayce,Swain,Shaco,Irelia,Udyr,Ahri,Yunara,Karma,1
Anivia,Naafiri,Sylas,Ezreal,Braum,Zaahen,Nocturne,Lissandra,Kaisa,Nautilus,1
Gnar,Graves,Sylas,Senna,Nautilus,Akali,MonkeyKing,Viktor,Kaisa,Pantheon,1
Nasus,Zaahen,Aurora,Jinx,Thresh,Ambessa,Vi,Leblanc,Xayah,Pantheon,0
Gangplank,Sylas,Renekton,Jhin,Anivia,Yasuo,Gragas,Ryze,Ezreal,Rakan,0
Jax,Shen,Fizz,Swain,Bard,Gragas,Hecarim,Orianna,Aphelios,Leona,0
Irelia,Zac,Katarina,Sivir,Shaco,Malphite,Kindred,Aurora,Varus,Thresh,0
Aurora,Shen,Corki,Lucian,Milio,Sett,Lillia,Pantheon,Jhin,Elise,0
Anivia,Zaahen,Talon,Xayah,Senna,Gnar,Shen,Akali,Zeri,Blitzcrank,0
Jax,Udyr,Aurora,Yunara,Nautilus,Pantheon,XinZhao,Viego,Kaisa,Rell,1
Malphite,Kindred,Diana,Caitlyn,Nautilus,Renekton,Khazix,Hwei,Jhin,Karma,0
DrMundo,Jayce,Yone,Mel,Bard,Ambessa,RekSai,Viktor,Varus,Elise,0
Rumble,Viego,Taliyah,Kaisa,Neeko,Shen,Ambessa,Ryze,Aphelios,Thresh,0
Aurora,LeeSin,TwistedFate,Sivir,Yuumi,Cassiopeia,Graves,Orianna,MissFortune,Neeko,0
Jayce,LeeSin,Viktor,Ezreal,Rammus,KSante,FiddleSticks,Ahri,Yunara,Neeko,1
KSante,Kindred,Mel,Hwei,Pantheon,Gnar,Graves,Ahri,Ashe,Seraphine,1
Renekton,Ekko,Leblanc,Ezreal,Nami,Rumble,Ambessa,Cassiopeia,Sivir,Karma,0
DrMundo,XinZhao,Lissandra,Ezreal,Nidalee,Fiora,Ambessa,Qiyana,Caitlyn,Seraphine,1
Lulu,Hecarim,Leblanc,Yunara,Galio,Qiyana,Graves,Ryze,Ashe,Seraphine,0
Aurora,Ambessa,Anivia,Ezreal,Alistar,Malphite,Jayce,Ryze,Sivir,Bard,0
Darius,Kindred,Fizz,Yunara,Thresh,Olaf,Jayce,Tryndamere,Samira,Rell,1
Jax,Jayce,Ahri,Jhin,Nautilus,Sylas,Shen,TwistedFate,Ashe,Xerath,0
Renekton,Nidalee,Yone,Kaisa,Rell,Lissandra,Hecarim,Akali,Aphelios,Nautilus,1
Jax,LeeSin,Diana,Swain,Janna,Yasuo,Jayce,Sylas,Varus,Thresh,1
Ambessa,Jayce,Fizz,Ashe,Seraphine,Sion,LeeSin,Lissandra,Ezreal,Neeko,0
Rengar,Jayce,Hwei,Ezreal,Alistar,Anivia,Naafiri,Ekko,Jinx,Poppy,1
Renekton,Nidalee,Mel,Tristana,Karma,Gnar,Khazix,Aurora,Kaisa,Blitzcrank,1
Veigar,RekSai,Katarina,Draven,Elise,Ambessa,Qiyana,Varus,Mel,Soraka,1
Jayce,Hecarim,Anivia,Jhin,Zilean,Malphite,MasterYi,Viktor,Ezreal,Karma,0
Olaf,Jayce,Akali,Jinx,Blitzcrank,Urgot,Diana,Yasuo,Kaisa,Elise,1
Ambessa,RekSai,Cassiopeia,Ashe,Blitzcrank,Akali,Kindred,Yasuo,Jhin,Karma,1
